"name","title","description","updated"
"70077NED","Professionele podiumkunsten; capaciteit, voorstellingen, bezoekers, regio","Podiumkunsten; theaters/podia, publiekscapaciteit, voorstellingen
Regio","2015-12-31T09:30:00"
"70810NED","Podiumkunsten; werkgelegenheid, baten en lasten","Podiumkunsten; theaters/podia naar werkzame personen, baten en lasten 
Wel/niet in loondienst, FTE's, bedrijfsomzet, subsidies en lasten.","2015-12-31T09:30:00"
"82037NED","Musea; financiële gegevens, bedrijfsopbrengsten en -kosten","Bedrijfsopbrengsten, bedrijfslasten, bedrijfsresultaat, financieel
resultaat, saldi en eindresultaat","2015-06-01T02:00:00"
"82038NED","Musea; openstelling, type collectie, bezoeken, tarieven, tentoonstellingen","Openstelling, type collectie, grootteklasse, bezoeken, tarieven,
tentoonstellingen en personeel","2015-06-01T02:00:00"
"70004ned","Audiovisuele diensten; exploitatie, personeel en investeringen","Exploitatie - en personele gegevens en investeringen van de audiovisuele
diensten (film em video, radio en tv).","2010-12-02T02:00:00"
"81100ned","Bezoek aan culturele voorstellingen en musea","Cultuurdeelname, bezit museumkaart
Geslacht en persoonskenmerken","2011-07-29T02:00:00"
"70763ned","Openbare bibliotheken","Aantal openbare bibliotheken, collecties, uitleningen, leden
Type collectie, baten en lasten","2016-07-22T02:00:00"
"82469NED","Openbare bibliotheken; leden, collectie, uitleningen vanaf 1900","Lange tijdreeks openbare bibliotheken betreffende de collecties, leden en
uitleningen vanaf 1900 tot heden","2016-07-22T02:00:00"
"83175NED","Rijksmonumenten; regio (indeling 2015)","Rijksmonumenten
Soort monument, provincie, gemeente","2016-09-05T02:00:00"
"70268ned","Dagtochten; gemiddeld aantal per dag","Dagtochten, zonnen, zwemmen, sporten, toeren, bezoek attractiepunt, 
recreatief winkelen, uitgaan, seizoen, dag van de week.","2009-07-31T15:00:00"
"70267NED","Dagtochten; gemiddeld aantal per persoon per jaar naar persoonskenmerken","Gemiddeld aantal dagtochten per persoon jaarlijks naar
geslacht, leeftijd, huishoudenssamenstelling, - inkomen en woonprovincie","2013-03-29T02:00:00"
"70709NED","Dagtochten; per woonprovincie naar bestemmingsprovincie","Dagtochten van 
woonprovincie naar bestemmingsprovincie.","2008-07-02T10:57:00"
"70269NED","Dagtochten; uitgaven","Uitgaven aan dagtochten: entree - ; consumptie-; reiskosten; naar soort
dagtocht zonnen, zwemmen, sporten, toeren, bezoek attractiepunt e.d.","2008-07-02T10:59:00"
"70694ned","Dagtochten; vervoermiddelen naar afstand en reistijd","Totaal aantal dagtochten, afstand in km., reistijd in min.
Belangrijkste vervoermiddel.","2008-07-02T10:56:00"
"70220ned","Dagtochten naar kenmerken","Dagtochten, zonnen, zwemmen, sporten, toeren, bezoek attractiepunt, 
recreatief winkelen, uitgaan.","2008-05-19T08:57:00"
"7508rec","Attractieparken; personeel, baten en lasten, bezoekers","Aantal parken en bezoekers, personeel - en exploitatiegegevens. 
Naar periode.","2010-12-27T09:30:00"
"7507inst","Recreatie-instellingen; personeel, baten en lasten","Aantal recreatie - instellingen, personeel- en exploitatiegegevens.
Naar type recreatie-instelling en periode.","2011-05-31T02:00:00"
"37944","Kerkelijke gezindte en kerkbezoek; vanaf 1849; 18 jaar of ouder","Kerkelijke gezindte en kerkbezoek; historie, Rooms - katholiek, 
Protestantse kerk in Nederland, ned. hervormd, gereformeerd, overige.","2015-12-22T02:00:00"
"82904NED","Religieuze betrokkenheid; persoonskenmerken","religie, religieuze betrokkenheid, kerkelijke gezindte, kerkbezoek
persoonskenmerken, geslacht, leeftijd, opleiding","2015-12-23T05:30:00"
"83288NED","Religieuze betrokkenheid; kerkelijke gezindte; regio","religie, kerkelijke gezindte, bezoek religieuze dienst, regio
religieuze betrokkenheid, regio, landsdeel, provincie","2015-12-23T05:30:00"
"80909ned","Actieve en passieve sportparticipatie; personen van 6 jaar en ouder","Sportdeelname, tak van sport, lid van sportvereniging, toeschouwer
Geslacht en persoonskenmerken","2011-06-15T02:00:00"
"7529PUB","Jachthavens; capaciteit, tarieven en voorzieningen","Aantal jachthavens, zomerligplaatsen, winterstalling, tarieven.
Naar capaciteit jachthavens en periode. ","2015-01-23T02:00:00"
"70258NED","Maneges, sport-, zeil- en surfscholen","Personeel, exploitatie, omvang klantenbestand, gebruik accommodaties.
Naar organisatie en periode.","2015-01-23T02:00:00"
"7193SKCR","Sportaccommodaties; inrichting en gebruik naar type accommodatie","Zwembaden, overdekte en openlucht sportaccommodaties. 
Naar periode. ","2015-01-23T02:00:00"
"70257NED","Sportaccommodaties en jachthavens; exploitatie en personeel","Exploitatie van sportaccommodaties, personeel. 
Naar zwembaden, jachthavens en overige accomodaties, perioden. ","2015-01-23T02:00:00"
"70256NED","Sportclubs; personeel, exploitatie, ledental, gebruik accommodaties","Personeel, exploitatie, ledental, accommodatie en vrijwilligers.
Naar sportclubs en periode.","2015-01-23T02:00:00"
"7083SPCL","Sportclubs en -scholen; leden, cursisten, exploitatie","Aantal sportclubs en - scholen, en aantal leden.
Naar type sportclub en periode.","2008-11-14T09:49:00"
"70259NED","Sportorganisaties; exploitatie, personeel, inzet vrijwilligers","Exploitatie, personeel, aantal sportorganisaties en inzet vrijwilligers.
Naar periode.","2008-11-14T09:48:00"
"7528PUB","Watersport; watersportclubs, jachthavens, zeil- en surfscholen","Aantal organisaties, activiteit, instructies, personeel en exploitatie.
Naar periode.","2015-01-23T02:00:00"
"7527pub","Watersportclubs; activiteiten, leden, contributie, zelfwerkzaamheid","Aantal clubs, aantal leden, contributie en zelfwerkzaamheid van leden.
Naar activiteiten en periode.","2015-01-23T02:00:00"
"70260NED","Watersportorganisaties; exploitatie","Exploitatie en personeel. 
Naar periode.","2015-01-23T02:00:00"
"70235NED","Zwembaden; oppervlakte zwemwater en recreatieve voorzieningen per type bad","Zwembaden naar oppervlakte zwemwater en recreatieve voorzieningen.
Per type zwembad en periode.","2008-08-05T08:25:00"
"82058NED","Logiesaccommodaties; gasten, overnachtingen, bezettingsgraad, kerncijfers","Gasten, overnachtingen en bezettingsgraad in hotels, bungalowparken, 
campings en groepsaccommodaties per logiesvorm","2016-09-14T02:00:00"
"82063NED","Hotels; capaciteit, accommodaties, kamers, bedden, sterklasse","Capaciteit, bedden, kamers en aantal hotels, motels, pensions,
jeugdaccommodaties en b&b naar sterindeling in Amsterdam en Nederland","2016-04-08T02:00:00"
"82621NED","Hotels; zakelijke overnachtingen, regio","Zakelijke overnachtingen in hotels, motels, pensions, jeugdaccommodaties
en b&b per regio","2016-09-14T02:00:00"
"82622NED","Hotels; zakelijke overnachtingen, sterklasse","Zakelijke overnachtingen in hotels, motels, pensions, jeugdaccommodaties
en b&b per sterindeling Nederland, Amsterdam","2016-04-08T02:00:00"
"82062NED","Logiesaccommodaties; capaciteit, accommodaties, bedden, regio","Capaciteit, bedden, slaapplaatsen en aantal hotels, bungalowparken, 
campings en groepsaccommodaties per regio","2016-09-14T02:00:00"
"82061NED","Hotels; gasten, overnachtingen, woonland, regio ","Gasten en overnachtingen in hotels, motels, pensions, jeugdaccommodaties
en b&b naar woonland (herkomst) gast per regio","2016-09-14T02:00:00"
"82060NED","Hotels; gasten, overnachtingen, woonland, sterklasse","Gasten en overnachtingen in hotels, motels, pensions, jeugdaccommodaties
en b&b per woonland (herkomst) gast en sterindeling Nederland, Amsterdam","2016-04-08T02:00:00"
"82059NED","Logiesaccommodaties; gasten, nachten, woonland, logiesvorm, regio","Gasten en overnachtingen in hotels, bungalowparken, campings en
groepsaccommodaties per woonland (herkomst) gast en regio","2016-09-14T02:00:00"
"71336ned","Buitenlandse gasten; naar type accommodatie en belangrijkste activiteit","Buitenlandse gasten naar type accommodatie en
naar belangrijkste activiteit.","2007-04-10T13:24:00"
"71335ned","Buitenlandse gasten; naar land van herkomst en belangrijkste activiteit","Buitenlandse gasten naar land van herkomst en 
naar belangrijkste activiteit.","2007-04-10T13:25:00"
"71331ned","Buitenlandse gasten; overnachtingen en bestedingen naar land van herkomst","Buitenlandse gasten, overnachtingen en bestedingen; 
naar land van herkomst en type accommodatie.","2007-04-10T13:19:00"
"71332ned","Buitenlandse gasten; overnachtingen en bestedingen naar motief","Buitenlandse gasten, overnachtingen en bestedingen; 
naar motief en type accommodatie.","2007-04-10T13:20:00"
"71334ned","Buitenlandse gasten; overnachtingen naar wijze reserveren en accommodatie","Buitenlandse gasten en overnachtingen; 
naar wijze reserveren en type accommodatie.","2007-04-10T13:26:00"
"71333ned","Buitenlandse gasten; overnachtingen naar vervoermiddel en type accommodatie","Buitenlandse gasten, overnachtingen en bestedingen; 
naar vervoermiddel en type accommodatie.","2011-10-31T02:00:00"
"82348NED","Deelname korte en lange vakanties; persoonskenmerken","Deelname aan korte en lange vakanties
Geslacht, leeftijd, inkomensklasse, opleidingsniveau, stedelijkheid","2016-07-08T06:30:00"
"37315","Ontwikkeling van de deelname aan vakanties","Aantallen Nederlandse vakantiegangers
korte en lange vakanties, binnen- en buitenland","2016-07-08T06:30:00"
"71337ned","Omvang van het reisgezelschap naar verblijfmotief","Omvang van het reisgezelschap naar verblijfmotief. 
","2007-04-10T13:23:00"
"3787","Korte vakanties Nederland; achtergrondkenmerken","Korte vakanties Nederland naar achtergrondkenmerken.
leeftijd, geslacht, inkomen, onderwijsniveau, woonprovincie","2016-07-08T06:30:00"
"71070ned","Korte vakanties Nederland;  bezochte bestemmingen naar vakantiekenmerken","Korte vakanties Nederland.
Bestemmingen naar vakantiekenmerken.","2016-07-08T06:30:00"
"71069ned","Korte vakanties Nederland; duur en uitgaven naar vakantiekenmerken","Korte vakanties Nederland.
Duur en uitgaven naar vakantiekenmerken.","2016-07-08T06:30:00"
"71071ned","Korte vakanties Nederland; logiesvormen naar vakantiekenmerken","Korte vakanties Nederland.
Logiesvormen naar vakantiekenmerken.","2016-07-08T06:30:00"
"71072ned","Korte vakanties Nederland; vervoermiddelen naar vakantiekenmerken","Korte vakanties Nederland; vervoermiddel 
naar vakantiekenmerken.","2016-07-08T06:30:00"
"70677ned","Lange vakanties in Nederland naar achtergrondkenmerken","Lange vakanties binnenland; 
verblijfsduur en achtergrondkenmerken.","2016-07-08T06:30:00"
"71079ned","Lange vakanties Nederland; bestemmingen naar vakantiekenmerken","Lange vakanties Nederland; 
bestemmingen naar vakantiekenmerken.","2016-07-08T06:30:00"
"71078ned","Lange vakanties Nederland; duur en uitgaven naar vakantiekenmerken","Lange vakanties Nederland; duur en uitgaven 
naar vakantiekenmerken.","2016-07-08T06:30:00"
"71080ned","Lange vakanties Nederland; logiesvormen naar vakantiekenmerken","Lange vakanties Nederland.
Logiesvormen naar vakantiekenmerken.","2016-07-08T06:30:00"
"71081ned","Lange vakanties Nederland; vervoermiddelen naar vakantiekenmerken","Lange vakanties Nederland.
Vervoermiddelen naar vakantiekenmerken.","2016-07-08T06:30:00"
"70678ned","Korte vakanties in het buitenland; persoonskenmerken","Korte vakanties buitenland naar achtergrondkenmerken.
Naar leeftijd,geslacht, inkomen, onderwijsniveau en woonprovincie.","2016-07-08T06:30:00"
"71083ned","Korte vakanties buitenland; bestemmingen naar vakantiekenmerken","Korte vakanties buitenland.
Bestemmingen naar vakantiekenmerken.","2016-07-08T06:30:00"
"71082ned","Korte vakanties buitenland; duur en uitgaven naar vakantiekenmerken","Korte vakanties buitenland. 
Duur en uitgaven naar vakantiekenmerken.","2016-07-08T06:30:00"
"71084ned","Korte vakanties buitenland; organisatie en vervoer naar vakantiekenmerken","Korte vakanties buitenland.
Organisatie en vervoer naar vakantiekenmerken.","2016-07-08T06:30:00"
"70679ned","Lange vakanties in het buitenland naar achtergrondkenmerken","Lange vakanties buitenland.
Naar achtergrondkenmerken. ","2016-07-08T06:30:00"
"71086ned","Lange vakanties buitenland; bestemmingen naar vakantiekenmerken","Lange vakanties buitenland; bezochte vakantielanden en
vakanties naar logies - en organisatievormen,vervoermiddelen,","2016-07-08T06:30:00"
"71085ned","Lange vakanties buitenland; duur en uitgaven naar vakantiekenmerken","Lange vakanties buitenland.
Duur, uitgaven naar vakantiekenmerken.","2016-07-08T06:30:00"
"71087ned","Lange vakanties buitenland; logiesvormen naar vakantiekenmerken","Lange vakanties buitenland.
Logiesvormen naar vakantiekenmerken.","2016-07-08T06:30:00"
"71088ned","Lange vakanties buitenland; organisatie en vervoer naar vakantiekenmerken","Lange vakanties buitenland.
Vervoerswijze naar vakantiekenmerken.","2016-07-08T06:30:00"
"70232ned","Vakanties; kerncijfers","Vakanties van Nederlanders in binnen- en buitenland
Vakantiebestemming, logiesvorm, soort vervoermiddel, uitgaven","2016-07-08T06:30:00"
"03770","Historische reeks van de lange vakanties van Nederlanders","Lange vakanties van Nederlanders.
Bestemming en uitgaven. ","2016-07-08T06:30:00"
"37526","Ontwikkeling van het aantal vakanties naar vakantiekenmerken","Vakanties binnen - en buitenland,
Winter/zomer, kort/lang.","2016-07-08T06:30:00"
"37937","Vakantiespreiding; naar achtergrondkenmerken vakantiegangers","Vakantiespreiding. 
Naar kenmerken vakantiegangers.","2016-07-14T02:00:00"
"37117","Spreiding vakantiedagen naar bestemming","Korte en lange vakanties in Nederland en het buitenland.
Naar seizoen - of weekindeling.Vakantieseizoen","2016-07-08T06:30:00"
"37282","Wintersportvakanties; achtergrond- en vakantiekenmerken","Wintersportvakanties.
Kenmerken deelnemers.","2016-07-08T06:30:00"
"60055ned","Bezit en gebruik pc en internet, november 2001","Bezit en gebruik personal computer en internet.
Naar persoonskenmerken.","2002-07-18T11:37:00"
"83291NED","Internet faciliteiten; particuliere huishoudens","Internet faciliteiten
Samenstelling huishouden, huishoudinkomen, eigendom woning","2016-05-30T02:00:00"
"83428NED","Computerkennis en vaardigheid; persoonskenmerken","Kennis van computergebruik, kennis en vaardigheden apparatuur
Geslacht, leeftijd, onderwijsniveau, herkomst, arbeidsduur, inkomen","2016-07-27T02:00:00"
"83429NED","Internet; toegang, gebruik en faciliteiten","Internetfaciliteiten, -gebruik, -activiteiten
Geslacht, leeftijd, onderwijsniveau, herkomst, arbeidsduur, inkomen","2016-05-30T02:00:00"
"83430NED","Online winkelen; kenmerken aankoop, persoonskenmerken","Internetaankopen
Geslacht, leeftijd, onderwijsniveau, herkomst, arbeidsduur, inkomen","2016-05-30T02:00:00"
"82617NED","Tijdsbesteding in uren per week; persoonskenmerken","Tijdsbesteding huishouden, zorgtaken, arbeid, onderwijs, vrije tijd
Geslacht, leeftijd, onderwijsniveau, arbeidsduur, inkomen","2014-07-29T02:00:00"
"60029ned","Vrije tijd; sport, hobby, cultuur, recreatie, vakantie","Participatie vrije tijd.
Sport, hobby, cultuur, recreatie, vakantie.","2012-03-27T02:00:00"
"70072ned","Regionale kerncijfers Nederland","Regionale kerncijfers uit ruim 50 CBS-statistieken. Uitgesplitst naar
een zestal regionale niveaus van landsdeel tot gemeente.","2016-07-15T02:00:00"
"83487NED","Kerncijfers wijken en buurten 2016","Kerncijfers over demografische en sociaal-economische kenmerken
Uitgesplitst naar gemeenten, wijken en buurten","2016-07-25T02:00:00"
"83220NED","Kerncijfers wijken en buurten 2015","Kerncijfers over demografische en sociaal-economische kenmerken
Uitgesplitst naar gemeenten, wijken en buurten","2016-07-15T02:00:00"
"82931NED","Kerncijfers wijken en buurten 2014","Kerncijfers over demografische en sociaal-economische kenmerken
Uitgesplitst naar gemeenten, wijken en buurten","2016-07-15T02:00:00"
"82339NED","Kerncijfers wijken en buurten 2013","Kerncijfers over demografische en sociaal-economische kenmerken
Uitgesplitst naar gemeenten, wijken en buurten","2016-03-18T02:00:00"
"60039fvw","Maatstaven Financiële-verhoudingswet (Fvw)","Financiële - verhoudingswet (maatstaven en ruimtelijke gegevens)
Naar provincie en gemeenten","2016-09-09T02:00:00"
"83440NED","Maatstaven gemeentefonds; Sociaal domein; diverse peildata; regio 2016","Jeugdwet, Participatiewet, Wmo
Gemeenten","2016-05-31T09:30:00"
"83287NED","Gebieden in Nederland 2016","Codes, namen en lokalisering van regionale indelingen
Gemeenten 2016 per landsdeel, provincie en COROP-gebied","2016-06-03T02:00:00"
"82949NED","Gebieden in Nederland 2015","Codes, namen en lokalisering van regionale indelingen
Gemeenten 2015 per landsdeel, provincie en COROP-gebied","2015-10-30T02:00:00"
"82496NED","Gebieden in Nederland 2014","Codes, namen en lokalisering van regionale indelingen
Gemeenten 2014 per landsdeel, provincie en COROP-gebied","2014-10-24T02:00:00"
"82000NED","Gebieden in Nederland, 2013","gebieden in Nederland 2013
gebieden in Nederland","2014-06-27T02:00:00"
"83409NED","Woonplaatsen in Nederland 2016","Woonplaatsen, BAG-woonplaatsen, gemeenten, namen en codes
Woonplaatsen per gemeente, provincie en landsdeel","2016-03-25T02:00:00"
"82990NED","Woonplaatsen in Nederland 2015","Woonplaatsen, BAG-woonplaatsen, gemeenten, namen en codes
Woonplaatsen per gemeente, provincie en landsdeel","2015-04-03T02:00:00"
"82507NED","Woonplaatsen in Nederland 2014","Woonplaatsen, BAG-woonplaatsen, gemeenten, namen en codes
Alle gemeenten, alle woonplaatsen alfabetisch","2014-06-27T02:00:00"
"82050NED","Woonplaatsen in Nederland 2013","Woonplaatsen, BAG-woonplaatsen, gemeenten, namen en codes
Alle woonplaatsen, alle gemeenten alfabetisch","2014-06-27T02:00:00"
"81829NED","Woonplaatsen in Nederland 2012","Woonplaatsen, BAG-woonplaatsen, gemeenten, namen en codes
Alle woonplaatsen, alle gemeenten alfabetisch","2014-06-27T02:00:00"
"81596NED","Woonplaatsen in Nederland 2011","Woonplaatsen, BAG-woonplaatsen, Gemeenten, namen en codes
Alle woonplaatsen, alle gemeenten","2014-06-27T02:00:00"
"80477ned","Plaatsnamen in Nederland 2010","Overzicht van plaatsnamen in Nederland
naar gemeente, provincie en economisch-geografisch gebied,","2013-01-08T02:00:00"
"70739ned","Gebieden; overzicht vanaf 1830","Datum van ontstaan en opheffing van gebieden en gemeenten.
Bevat gebieds- en gemeentecodes. ","2015-12-11T02:00:00"
"83304NED","Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2015","Aantal en afstand tot voorzieningen zoals restaurants, treinstations,
Bibliotheken en kinderopvang naar gemeenten, wijken en buurten","2016-04-15T02:00:00"
"82829NED","Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2014","Aantal en afstand tot voorzieningen zoals ziekenhuizen, treinstations,
Bibliotheken en kinderopvang naar gemeenten, wijken en buurten","2016-04-15T02:00:00"
"82341NED","Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2013","Aantal en afstand tot voorzieningen zoals ziekenhuizen, treinstations,
Bibliotheken en kinderopvang per buurt, wijk en gemeente","2016-04-15T02:00:00"
"82271NED","Bevolkingskernen 2011; steden en dorpen in Nederland","inwoners, woningen, nabijheid, oppervlak, locatie
inwoners, huishoudens, woningen, nabijheid van voorzieningen, oppervlakte","2014-03-28T02:00:00"
"81649NED","Huishoudens en personen in huishoudens; provincie, 1971-1994","(Personen in) particuliere huishoudens naar samenstelling en positie
in het huishouden op 1 januari naar provincie","2015-04-10T02:00:00"
"80067ned","Bedrijfsleven; arbeid en financiën, per branche, tijdreeks vanaf 1987","Werkzame personen, bedrijfsopbrengsten, -lasten en -resultaat in handel, 
transport en dienstverlening; gecorrigeerde reeks voor methodebreuken.","2010-09-16T02:00:00"
"82985NED","Huishoudens; samenstelling, leeftijd en grootte 1971-1994","Particuliere huishoudens naar samenstelling, leeftijd en aantal personen
Leeftijd referentiepersoon, aantal personen in het huishouden","2015-04-10T02:00:00"
"82984NED","Huishoudens; thuiswonende kinderen, leeftijd referentiepersoon, 1971-1994","Huishoudens naar samenstelling,
thuiswonende kinderen en leeftijd van de referentiepersoon, 1 januari","2015-04-10T02:00:00"
"82986NED","Personen; kenmerken huishouden, geslacht en leeftijd, 1971-1994","Personen in huishoudens naar positie in het huishouden,
geslacht en leeftijd, 1 januari","2015-04-10T02:00:00"
"80309ned","Producentenprijzen; SBI'93, afzet en invoer, index 2000 = 100 vanaf 1935","Prijsindexcijfers (exclusief accijns) Afzet binnenland en invoer
Volgens activiteitenindeling (SBI) 1993","2012-09-04T02:00:00"
"70704ned","Producentenprijzen; SBI'93, afzet en invoer, index 1990=100 1935-2002","Prijsindexgegevens afzet binnenland van goederen (intermediair, 
consumptie en investering) en verbruik (producten van landbouw, ","2010-01-13T02:00:00"
"71138NED","Beroepstelling 1930; bedrijfsgroepen en -klassen; econ.geogr. gebieden","Personen die een beroep uitoefenen
Bedrijfsklassen en - groepen, beroepen, economisch-geografische gebieden","2006-09-27T11:30:00"
"71141NED","Beroepstelling 1930; bedrijfsgroepen en -klassen; burgerlijke staten","Personen die een beroep uitoefenen
Bedrijfsklassen en - groepen, burgerlijke staat","2006-09-27T11:27:00"
"71140NED","Beroepstelling 1930; bedrijfsgroepen en -klassen; kerkelijke gezindten","Personen die een beroep uitoefenen
Bedrijfsklassen en - groepen, kerkelijke gezindten","2006-09-27T12:17:00"
"71142NED","Beroepstelling 1930; bedrijfsgroepen en -klassen; leeftijd en burg. staat","Bedrijfshoofden en bedrijfsleiders
Bedrijfsklassen en - groepen, leeftijd, geslacht en burgerlijke staat","2006-10-04T13:40:00"
"71144NED","Beroepstelling 1930; bedrijfsgroepen en -klassen; nationaliteit","Vreemdelingen in de positie van bedrijfshoofden en bedrijfsleiders
Bedrijfsgroepen, nationaliteit en geslacht","2006-09-27T11:26:00"
"71143NED","Beroepstelling 1930; beroepen; leeftijd en burg. staat","Arbeiders en personen in de klassen 24 t/m 29
Beroep, leeftijd, geslacht en burgerlijke staat","2006-09-27T11:24:00"
"71145NED","Beroepstelling 1930; beroepen; nationaliteit","Vreemdelingen in de positie van arbeider en in de klassen 24 t/m 29
Beroep, nationaliteit en geslacht","2006-09-27T11:23:00"
"71139NED","Beroepstelling 1930; overheids- en particuliere dienst naar bedrijfsgr.","Personen in dienst van de overheid, de waterschappen en particulieren
Bedrijfsgroepen","2006-09-26T14:05:00"
"71132NED","Volkstelling 1930; gezinnen naar samenst. i.v.m. gezinsgr. en kindertal","Gezinnen
Samenstelling, grootte, kindertal, grote gemeenten, prov., Nederland","2006-09-26T13:50:00"
"71134NED","Volkstelling 1930; gezinnen van schippers en woonwagenbew.; kindertal","Gezinnen van schipper en woonwagenbewoners
Kindertal, grote gemeenten, provincies, Nederland","2006-09-26T13:52:00"
"71133NED","Volkstelling 1930; gezinnen van schippers en woonwagenbew.; samenst.","Gezinnen van schipper en woonwagenbewoners
Samenstelling, grote gemeenten, provincies, Nederland","2006-09-26T13:51:00"
"71118NED","Volkstelling 1930; oppervlakten","Oppervlakten
Gemeenten, provincies, Nederland","2006-09-26T13:58:00"
"71119NED","Volkstelling 1930; bevolkingsdichtheid","Bevolkingsdichtheid
Gemeenten, provincies, Nederland","2006-09-26T14:00:00"
"71122NED","Volkstelling 1930; bewoners naar geslacht, leeftijd en gemeente","Bewoners
Geslacht, leeftijd, gemeenten, provincies, Nederland","2006-09-26T14:01:00"
"71125NED","Volkstelling 1930; bewoners naar gesl., leeftijd, burg. staat en gemeente","Bewoners
Geslacht, burgerlijke staat, leeftijd, grote gemeenten, prov., Nederland","2006-09-26T13:45:00"
"71123NED","Volkstelling 1930; bewoners naar geslacht, burgerlijke staat en gemeente","Bewoners
Geslacht, burgerlijke staat, gemeenten, provincies, Nederland","2006-09-26T13:53:00"
"71126NED","Volkstelling 1930; bewoners naar geslacht en samenstelling huishouden","Bewoners
Geslacht, plaats in het huishouden, grote gemeenten, prov., Nederland","2006-09-26T13:47:00"
"71127NED","Volkstelling 1930; bew. naar gesl., leeft., burg. st., kerk. gez. en gem.","Bewoners; geslacht, burgerlijke staat, leeftijd, 
kerkelijke gezindte, grote gemeenten, provincies, Nederland","2006-09-26T13:57:00"
"71124NED","Volkstelling 1930; bewoners naar geslacht, kerkelijke gezindte en gemeente","Bewoners
Geslacht, kerkelijke gezindte, gemeenten, provincies, Nederland","2006-09-26T13:43:00"
"71128NED","Volkstelling 1930; bewoners naar geslacht en geboorteplaats","Bewoners
Geslacht, geboorteplaats, grote gemeenten, provincies, Nederland","2006-09-26T14:07:00"
"71129NED","Volkstelling 1930; bewoners naar geslacht en nationaliteit","Bewoners
Geslacht, nationaliteit, grote gemeenten, provincies, Nederland","2006-09-26T14:06:00"
"71130NED","Volkstelling 1930; aantal huishoudens","Huishoudens
Grote gemeenten, provincies, Nederland","2006-09-26T14:02:00"
"71131NED","Volkstelling 1930; aantal gestichten en instellingen","Gestichten en instellingen
Grote gemeenten, provincies, Nederland","2006-09-26T14:02:00"
"71121NED","Volkstelling 1930; plaatselijke indeling; bewoners","Bewoners
Woonvorm, geslacht, wijken en buurten, gemeenten, provincies, Nederland","2006-09-27T11:29:00"
"71120NED","Volkstelling 1930; plaatselijke indeling; gebouwen","Gebouwen
Soort gebouw, wijken en buurten, gemeenten, provincies, Nederland","2006-10-04T13:38:00"
"71135NED","Volkstelling 1930; bew. woningen naar vertr., bew. per vertrek en slaapr.","Bewoonde woningen; vertrekken per woning, personen per vertrek, 
aantal slaapruimten, grote gemeenten, provincies, Nederland","2006-09-26T14:04:00"
"71136NED","Volkstelling 1930; bew. woningen naar vertr., bew. per vertrek en bedst.","Bewoonde woningen; vertrekken per woning, personen per vertrek, 
aanwezigheid bedsteden, grote gemeenten, provincies, Nederland","2006-09-26T13:56:00"
"71137NED","Volkstelling 1930; moreel ongunstige huisvestingssituaties","Uit moreel oogpunt beschouwd, ongunstige huisvestingstoestand
Aantal slaapruimten en aantal pers. per woning, grote gem., prov., Ned.","2006-09-26T13:55:00"
"71153NED","Volkstelling 1930; bewoners woningen naar aantal vertrekken per woning","Bewoners van woningen
Vertrekken per woning, grote gemeenten, provincies, Nederland","2006-09-26T13:48:00"
"7377vt","Volkstelling 1899; algemene uitkomsten per gemeente","Volkstelling 1899; algemene gegevens per gemeente. 
Alle gegevens die op gemeenteniveau voor alle gemeenten zijn gegeven. ","1999-09-02T10:29:00"
"7380vt","Volkstelling 1899; plaatselijke indeeling","Volkstelling 1899. Aantallen woningen en inwoners op wijkniveau.
","1999-09-02T10:39:00"
"7378vt","Volkstelling 1899; indeeling naar de kerkelijke gezindten en den leeftijd","Volkstelling 1899. Aantallen personen naar leeftijdsgroep van 10 jaar, 
geslacht en de meest voorkomende kerkelijke gezindten.","1999-09-02T10:31:00"
"7379vt","Volkstelling 1899; indeeling naar den leeftijd en den burgerlijken staat","Volkstelling 1899. Aantallen personen naar leeftijd, burgerlijke staat 
en geslacht voor gemeenten met meer dan 5000 inwoners.","1999-09-02T10:36:00"
"7381bt","Beroepstelling 1899","Beroepstelling 1899. Personen naar geslacht, burg. staat, leeftijdsgroep,
beroep, en positie in het beroep voor gemeenten met meer dan 5000 inw.","1999-09-02T10:42:00"
"7382ws","Woningstatistiek 1899; algemene gegevens","Volkstelling 1899; woningstatistiek. Woningen en bewoonde vertrekken en 
hoeveel daarvan in onmiddellijk contact met de buitenlucht staan. ","1999-09-02T10:51:00"
"7384ws","Woningstatistiek 1899; gezinshoofden","Volkstelling 1899; woningstatistiek. Aantal gezinshoofden per
beroepsklasse.","1999-09-02T11:12:00"
"7383ws","Woningstatistiek 1899; 1-3 bewoonde vertrekken","Volkstelling 1899; woningstatistiek. Woningen en bewoonde vertrekken en 
hoeveel daarvan in onmiddellijk contact met de buitenlucht staan. ","1999-09-02T11:10:00"
"83165NED","Caribisch Nederland; arbeidsdeelname, kerncijfers","Beroepsbevolking, werkloosheidspercentage, arbeidsparticipatie
Geslacht, leeftijd, onderwijsniveau, Caribisch Nederland","2015-10-21T15:00:00"
"83166NED","Caribisch Nederland; arbeidsdeelname, binding met de arbeidsmarkt","Werkzaam en niet-werkzaam, willen werken, redenen niet willen werken
Geslacht, leeftijd, onderwijsniveau, Caribisch Nederland","2015-10-21T15:00:00"
